entity_id,metadata,name,program_id,row_num,sheet
66,"{'类别': '军事与防御', '地点': '城市', '时代': '100', '建筑上限': '15'}",佣兵前哨,,332,建筑
67,"{'类别': '军事与防御', '地点': '城市', '时代': '2', '建筑上限': '8'}",守望者前哨,,338,建筑
68,"{'类别': '军事与防御', '地点': '城市', '时代': '4', '建筑上限': '4'}",钠红石气球,,343,建筑
69,"{'类别': '军事与防御', '地点': '城市', '时代': '2', '建筑上限': '4'}",弩炮,,347,建筑
70,"{'类别': '军事与防御', '地点': '城市', '时代': '2', '建筑上限': '10'}",攻城机器厂,,350,建筑
71,"{'类别': '军事与防御', '地点': '城市', '时代': '3', '建筑上限': '8'}",魔法塔,,355,建筑
72,"{'类别': '军事与防御', '地点': '城市', '时代': '4', '建筑上限': '8'}",雷区,,358,建筑
73,"{'类别': '军事与防御', '地点': '城市', '时代': '3'}",军事学院,,361,建筑
74,"{'类别': '军事与防御', '地点': '城市', '时代': '100', '建筑上限': '15'}",战争部,,367,建筑
75,"{'类别': '军事与防御', '地点': '城市', '时代': '3', '建筑上限': '10'}",魔法工坊,,373,建筑
76,"{'类别': '军事与防御', '地点': '城市', '时代': '4', '建筑上限': '5'}",军官训练场,,378,建筑
77,"{'类别': '军事与防御', '地点': '城市', '时代': '4', '建筑上限': '10'}",炮兵靶场,,383,建筑
78,"{'类别': '军事与防御', '地点': '城市', '时代': '4', '建筑上限': '4'}",钠红石护盾,,388,建筑
79,"{'类别': '军事与防御', '地点': '城市', '时代': '4', '建筑上限': '10'}",魔法马厩,,391,建筑
80,"{'类别': '军事与防御', '地点': '城市', '时代': '100', '建筑上限': '5'}",窃魂者堡垒,,398,建筑
81,"{'类别': '奇观', '地点': '城市', '时代': '1', '建筑上限': '1'}",市中心,,404,建筑
82,"{'类别': '奇观', '地点': '城市', '时代': '1', '建筑上限': '12'}",市中心组件,,413,建筑
83,"{'类别': '奇观', '地点': '城市', '时代': '2', '建筑上限': '1'}",超大集市,,420,建筑
84,"{'类别': '奇观', '地点': '城市', '时代': '2', '建筑上限': '8'}",超大集市组件,,427,建筑
85,"{'类别': '奇观', '地点': '城市', '时代': '2', '建筑上限': '1'}",大教堂,,431,建筑
86,"{'类别': '奇观', '地点': '城市', '时代': '2', '建筑上限': '8'}",大教堂组件,,440,建筑
87,"{'类别': '奇观', '地点': '城市', '时代': '2', '建筑上限': '1'}",自由思想家学院,,447,建筑
88,"{'类别': '奇观', '地点': '城市', '时代': '2', '建筑上限': '12'}",自由思想家学院组件,,452,建筑
89,"{'类别': '奇观', '地点': '城市', '时代': '3', '建筑上限': '1'}",超级大炮,,458,建筑
90,"{'类别': '奇观', '地点': '城市', '时代': '3', '建筑上限': '6'}",超级大炮组件,,462,建筑
91,"{'类别': '奇观', '地点': '城市', '时代': '3', '建筑上限': '1'}",难民区,,468,建筑
92,"{'类别': '奇观', '地点': '城市', '时代': '3', '建筑上限': '8'}",难民区组件,,474,建筑
93,"{'类别': '奇观', '地点': '城市', '时代': '3', '建筑上限': '1'}",证券交易所,,480,建筑
94,"{'类别': '奇观', '地点': '城市', '时代': '3', '建筑上限': '5'}",证券交易所组件,,484,建筑
95,"{'类别': '奇观', '地点': '城市', '时代': '3', '建筑上限': '1'}",法力之塔,,488,建筑
96,"{'类别': '奇观', '地点': '城市', '时代': '3', '建筑上限': '4'}",法力之塔组件,,490,建筑
97,"{'类别': '奇观', '地点': '城市', '时代': '3', '建筑上限': '1'}",法力深井,,497,建筑
98,"{'类别': '奇观', '地点': '城市', '时代': '3', '建筑上限': '10'}",法力深井组件,,500,建筑
99,"{'类别': '奇观', '地点': '城市', '时代': '3', '建筑上限': '1'}",英雄事迹大厅,,505,建筑
100,"{'类别': '奇观', '地点': '城市', '时代': '3', '建筑上限': '4'}",英雄事迹大厅组件,,509,建筑
101,"{'类别': '奇观', '地点': '城市', '时代': '4', '建筑上限': '1'}",海湾区,,514,建筑
102,"{'类别': '奇观', '地点': '城市', '时代': '4', '建筑上限': '8'}",海湾区组件,,522,建筑
103,"{'类别': '奇观', '地点': '城市', '时代': '4', '建筑上限': '1'}",光之城,,529,建筑
104,"{'类别': '奇观', '地点': '城市', '时代': '4', '建筑上限': '10'}",光之城组件,,533,建筑
105,"{'类别': '奇观', '地点': '城市', '时代': '4', '建筑上限': '1'}",钢铁宫殿,,539,建筑
106,"{'类别': '奇观', '地点': '城市', '时代': '4', '建筑上限': '10'}",钢铁宫殿组件,,542,建筑
107,"{'类别': '奇观', '地点': '城市', '时代': '4', '建筑上限': '1'}",象牙塔,,546,建筑
108,"{'类别': '奇观', '地点': '城市', '时代': '4', '建筑上限': '10'}",象牙塔组件,,551,建筑
109,"{'类别': '奇观', '地点': '城市', '时代': '5', '建筑上限': '1'}",自动化联合体,,555,建筑
110,"{'类别': '奇观', '地点': '城市', '时代': '5', '建筑上限': '12'}",自动化联合体组件,,562,建筑
111,"{'类别': '奇观', '地点': '城市', '时代': '5', '建筑上限': '1'}",科布水晶,,568,建筑
112,"{'类别': '奇观', '地点': '城市', '时代': '5', '建筑上限': '10'}",科布水晶组件,,570,建筑
113,"{'类别': '奇观', '地点': '城市', '时代': '5', '建筑上限': '1'}",凯旋门,,575,建筑
114,"{'类别': '奇观', '地点': '城市', '时代': '5', '建筑上限': '25'}",凯旋门组件,,576,建筑
115,"{'类别': '商业区域', '地点': '城市', '时代': '1'}",工匠作坊,,582,建筑
116,"{'类别': '商业区域', '地点': '城市', '时代': '1'}",市场,,590,建筑
117,"{'类别': '商业区域', '地点': '城市', '时代': '13'}",幸运之井,,596,建筑
118,"{'类别': '商业区域', '地点': '城市', '时代': '100'}",卡纳瓦贸易站,,600,建筑
119,"{'类别': '商业区域', '地点': '城市', '时代': '2', '建筑上限': '5'}",丰饶之谷,,605,建筑
120,"{'类别': '商业区域', '地点': '城市', '时代': '2'}",银行,,609,建筑
121,"{'类别': '商业区域', '地点': '城市', '时代': '2'}",联盟大使馆,,616,建筑
122,"{'类别': '商业区域', '地点': '城市', '时代': '2', '建筑上限': '4'}",税收检查站,,621,建筑
123,"{'类别': '商业区域', '地点': '城市', '时代': '3', '建筑上限': '3'}",金库,,626,建筑
124,"{'类别': '商业区域', '地点': '城市', '时代': '4'}",信用社,,630,建筑
125,"{'类别': '商业区域', '地点': '城市', '时代': '5'}",火车站,,636,建筑
126,"{'类别': '商业区域', '地点': '城市', '时代': '6'}",基因中心,,644,建筑
127,"{'类别': '商业区域', '地点': '城市', '时代': '6'}",黄金工厂,,650,建筑
128,"{'类别': '信念与魔法', '地点': '城市', '时代': '1', '建筑上限': '1'}",丰收神殿,,656,建筑
129,"{'类别': '信念与魔法', '地点': '城市', '时代': '1', '建筑上限': '1'}",战争神殿,,661,建筑
130,"{'类别': '信念与魔法', '地点': '城市', '时代': '1', '建筑上限': '1'}",心灵神殿,,665,建筑
131,"{'类别': '信念与魔法', '地点': '城市', '时代': '1'}",寺庙,,669,建筑
132,"{'类别': '信念与魔法', '地点': '城市', '时代': '1', '建筑上限': '1'}",神示所,,676,建筑
133,"{'类别': '信念与魔法', '地点': '城市', '时代': '13'}",命运神殿,,679,建筑
134,"{'类别': '信念与魔法', '地点': '城市', '时代': '1'}",献祭圣坛,,682,建筑
135,"{'类别': '信念与魔法', '地点': '城市', '时代': '1'}",魔法环,,687,建筑
136,"{'类别': '信念与魔法', '地点': '城市', '时代': '100'}",修道院,,691,建筑
137,"{'类别': '信念与魔法', '地点': '城市', '时代': '1'}",好运之森,,697,建筑
138,"{'类别': '信念与魔法', '地点': '城市', '时代': '1'}",法力场,,700,建筑
139,"{'类别': '信念与魔法', '地点': '城市', '时代': '2', '建筑上限': '5'}",法力之柱,,703,建筑
140,"{'类别': '信念与魔法', '地点': '城市', '时代': '2'}",神之荣耀,,707,建筑
141,"{'类别': '信念与魔法', '地点': '城市', '时代': '3'}",物质转化器,,712,建筑
142,"{'类别': '信念与魔法', '地点': '城市', '时代': '100'}",宗教部,,717,建筑
143,"{'类别': '信念与魔法', '地点': '城市', '时代': '3'}",秘密会议,,727,建筑
144,"{'类别': '信念与魔法', '地点': '城市', '时代': '3', '建筑上限': '1'}",亡者之门,,732,建筑
145,"{'类别': '信念与魔法', '地点': '城市', '时代': '3', '建筑上限': '5'}",门之解密,,734,建筑
146,"{'类别': '信念与魔法', '地点': '城市', '时代': '3', '建筑上限': '1'}",众神之陵,,738,建筑
147,"{'类别': '信念与魔法', '地点': '城市', '时代': '4'}",精神花园,,746,建筑
148,"{'类别': '信念与魔法', '地点': '城市', '时代': '4', '建筑上限': '4'}",繁荣之泉,,750,建筑
149,"{'类别': '信念与魔法', '地点': '城市', '时代': '5'}",法力反应堆,,753,建筑
150,"{'类别': '信念与魔法', '地点': '城市', '时代': '6'}",法力工厂,,758,建筑
151,"{'类别': '存储', '地点': '城市', '时代': '1'}",储物间,,763,建筑
152,"{'类别': '存储', '地点': '城市', '时代': '100'}",远古保险库,,767,建筑
153,"{'类别': '存储', '地点': '城市', '时代': '2'}",大型库房,,773,建筑
154,"{'类别': '存储', '地点': '城市', '时代': '4'}",存储设施,,779,建筑
155,"{'类别': '存储', '地点': '城市', '时代': '3'}",有人值守仓库,,785,建筑
156,"{'类别': '存储', '地点': '城市', '时代': '4'}",大型仓库,,791,建筑
157,"{'类别': '存储', '地点': '城市', '时代': '4'}",钠红石仓库,,797,建筑
158,"{'类别': '存储', '地点': '城市', '时代': '5'}",物流中心,,800,建筑
159,"{'类别': '生活区域', '地点': '定居点', '时代': '5', '建筑上限': '15'}",定居点大厅,,807,建筑
160,"{'类别': '生产与制造', '地点': '定居点', '时代': '5'}",建筑工联合体,,818,建筑
161,"{'类别': '生产与制造', '地点': '定居点', '时代': '5'}",工匠联合体,,824,建筑
162,"{'类别': '生产与制造', '地点': '定居点', '时代': '5'}",炼金联合体,,832,建筑
163,"{'类别': '生产与制造', '地点': '定居点', '时代': '6'}",辉烬工厂,,837,建筑
164,"{'类别': '生产与制造', '地点': '定居点', '时代': '6'}",粗放耕作场,,842,建筑
165,"{'类别': '生产与制造', '地点': '定居点', '时代': '6'}",钢厂,,847,建筑
166,"{'类别': '生产与制造', '地点': '定居点', '时代': '6'}",水晶培育场,,852,建筑
167,"{'类别': '生活区域', '地点': '定居点', '时代': '5'}",精灵村庄,,857,建筑
168,"{'类别': '生活区域', '地点': '定居点', '时代': '6'}",精灵城镇,,863,建筑
169,"{'类别': '知识区域', '地点': '定居点', '时代': '5'}",精灵营地,,870,建筑
170,"{'类别': '知识区域', '地点': '定居点', '时代': '6', '建筑上限': '1'}",治疗圣所,,875,建筑
171,"{'类别': '知识区域', '地点': '定居点', '时代': '6', '建筑上限': '8'}",治疗室,,882,建筑
172,"{'类别': '知识区域', '地点': '定居点', '时代': '6', '建筑上限': '8'}",再生花园,,885,建筑
173,"{'类别': '生产与制造', '地点': '定居点', '时代': '5'}",码头,,888,建筑
174,"{'类别': '生产与制造', '地点': '定居点', '时代': '5'}",精炼厂,,894,建筑
175,"{'类别': '商业区域', '地点': '定居点', '时代': '5'}",海关,,901,建筑
176,"{'类别': '商业区域', '地点': '定居点', '时代': '6'}",金融中心,,907,建筑
177,"{'类别': '生产与制造', '地点': '定居点', '时代': '5'}",庄园,,912,建筑
178,"{'类别': '军事与防御', '地点': '定居点', '时代': '5'}",战壕,,923,建筑
179,"{'类别': '存储', '地点': '定居点', '时代': '5'}",棚屋,,927,建筑
180,"{'类别': '存储', '地点': '定居点', '时代': '5'}",大型棚屋,,932,建筑
181,"{'类别': '奇观', '地点': '定居点', '时代': '5', '建筑上限': '1'}",美德雕像,,937,建筑
182,"{'类别': '存储', '地点': '定居点', '时代': '6', '建筑上限': '3'}",禁锢单元,,948,建筑
183,"{'类别': '奇观', '地点': '定居点', '时代': '5', '建筑上限': '20'}",美德雕像组件,,952,建筑
184,"{'类别': '军事与防御', '地点': '定居点', '时代': '5', '建筑上限': '15'}",军营,,959,建筑
185,"{'类别': '军事与防御', '地点': '定居点', '时代': '5', '建筑上限': '15'}",据点,,964,建筑
186,"{'类别': '军事与防御', '地点': '定居点', '时代': '5', '建筑上限': '15'}",定居点招募营,,969,建筑
187,"{'类别': '奇观', '地点': '定居点', '时代': '5', '建筑上限': '1'}",磐石堡垒,,974,建筑
188,"{'类别': '奇观', '地点': '定居点', '时代': '5', '建筑上限': '20'}",磐石堡垒组件,,981,建筑
189,"{'类别': '信念与魔法', '地点': '定居点', '时代': '5'}",朝觐者营地,,988,建筑
190,"{'类别': '信念与魔法', '地点': '定居点', '时代': '5'}",旧神教堂,,996,建筑
191,"{'类别': '信念与魔法', '地点': '定居点', '时代': '5'}",法力提取器,,1003,建筑
192,"{'类别': '信念与魔法', '地点': '定居点', '时代': '6'}",法力制造器,,1007,建筑
193,"{'类别': '奇观', '地点': '定居点', '时代': '5', '建筑上限': '1'}",应许之地,,1011,建筑
194,"{'类别': '奇观', '地点': '定居点', '时代': '5', '建筑上限': '20'}",应许之地组件,,1019,建筑
195,"{'类别': '生活区域', '地点': '深渊', '时代': '6', '建筑上限': '20'}",光之信标,,1025,建筑
196,"{'类别': '军事与防御', '地点': '深渊', '时代': '6'}",深渊前哨,,1030,建筑
197,"{'类别': '生产与制造', '地点': '深渊', '时代': '6'}",集结区域,,1037,建筑
198,"{'类别': '军事与防御', '地点': '深渊', '时代': '6', '建筑上限': '20'}",光明炮塔,,1042,建筑
199,"{'类别': '军事与防御', '地点': '深渊', '时代': '6', '建筑上限': '12'}",探测系统,,1047,建筑
200,"{'类别': '军事与防御', '地点': '深渊', '时代': '13'}",佣兵营地,,1052,建筑
201,"{'类别': '知识区域', '地点': '深渊', '时代': '6'}",奥术学校,,1060,建筑
202,"{'类别': '知识区域', '地点': '深渊', '时代': '6', '建筑上限': '1'}",光明神殿,,1066,建筑
203,"{'类别': '知识区域', '地点': '深渊', '时代': '6', '建筑上限': '1'}",奥术神殿,,1069,建筑
204,"{'类别': '知识区域', '地点': '深渊', '时代': '6', '建筑上限': '1'}",邪恶神殿,,1074,建筑
205,"{'类别': '生活区域', '地点': '深渊', '时代': '6'}",地下房屋,,1082,建筑
206,"{'类别': '生活区域', '地点': '深渊', '时代': '6', '建筑上限': '5'}",光耀广场,,1087,建筑
207,"{'类别': '存储', '地点': '深渊', '时代': '6'}",地下储物间,,1095,建筑
208,"{'类别': '存储', '地点': '定居点', '时代': '6'}",发射井,,1100,建筑
209,"{'类别': '奇观', '地点': '深渊', '时代': '6', '建筑上限': '1'}",信号机器,,1104,建筑
210,"{'类别': '奇观', '地点': '深渊', '时代': '6', '建筑上限': '11'}",信号机器组件,,1105,建筑
211,"{'类别': '奇观', '地点': '深渊', '时代': '6', '建筑上限': '1'}",人类导引,,1109,建筑
212,"{'类别': '奇观', '地点': '深渊', '时代': '6', '建筑上限': '10'}",人类导引组件,,1113,建筑
213,"{'类别': '生产与制造', '地点': '深渊', '时代': '6'}",采矿区,,1120,建筑
214,"{'类别': '生产与制造', '地点': '深渊', '时代': '6'}",辉烬精炼厂,,1124,建筑
215,"{'类别': '军事与防御', '地点': '深渊', '时代': '6'}",强化兵营,,1129,建筑
216,"{'类别': '军事与防御', '地点': '深渊', '时代': '13', '建筑上限': '10'}",炮兵军官营房,,1137,建筑
217,"{'类别': '信念与魔法', '地点': '深渊', '时代': '6'}",法力电池,,1144,建筑
218,"{'类别': '信念与魔法', '地点': '深渊', '时代': '6', '建筑上限': '10'}",天使宫殿,,1150,建筑
219,{},"搜索位范围：影响能否探索到。esp我不明白是干什么用的...
普通以上难度，敌人数量会增多，并且会浮动，别的佬应该拆过了_(:з」∠)_",,1,敌人
220,"{'esp': '4', '等级': '1', '搜索位范围': '[1, 1]'}",远古墓地,,4,敌人
221,"{'esp': '5', '等级': '1', '搜索位范围': '[12, 13]'}",远古藏身处,,7,敌人
222,"{'esp': '45', '等级': '5', '搜索位范围': '[16, 16]'}",远古灯塔,,9,敌人
223,"{'esp': '45', '等级': '5', '搜索位范围': '[14, 14]'}",远古遗迹,,11,敌人
224,"{'esp': '55', '等级': '6', '搜索位范围': '[32, 32]'}",黑暗骑士巡逻队,,13,敌人
225,"{'esp': '45', '等级': '6', '搜索位范围': '[35, 35]'}",黑暗村庄,,15,敌人
226,"{'esp': '32', '等级': '2', '搜索位范围': '[29, 29]'}",球形闪电场,,17,敌人
227,"{'esp': '2', '等级': '1', '搜索位范围': '[3, 4]'}",强盗营地,,19,敌人
228,"{'esp': '7', '等级': '1', '搜索位范围': '[2, 2]'}",野蛮人营地,,21,敌人
229,"{'esp': '16', '等级': '2', '搜索位范围': '[7, 7]'}",野蛮人村庄,,24,敌人
230,"{'esp': '13', '等级': '2', '搜索位范围': '[5, 5]'}",荒山,,28,敌人
231,"{'esp': '12', '等级': '2', '搜索位范围': '[6, 6]'}",蛇怪洞穴,,31,敌人
232,"{'esp': '8', '等级': '2', '搜索位范围': '[8, 8]'}",燃烧深坑,,34,敌人
233,"{'esp': '20', '等级': '2', '搜索位范围': '[39, 39]'}",黑魔法塔,,36,敌人
234,"{'esp': '8', '等级': '2', '搜索位范围': '[9, 9]'}",熊地精部落,,39,敌人
235,"{'esp': '32', '等级': '4', '搜索位范围': '[9, 10]'}",熊地精作战队,,41,敌人
236,"{'esp': '35', '等级': '5', '搜索位范围': '[24, 24]'}",深渊教堂,,43,敌人
237,"{'esp': '33', '等级': '5', '搜索位范围': '[20, 21]'}",亡者要塞,,45,敌人
238,"{'esp': '45', '等级': '6', '搜索位范围': '[31, 31]'}",死灵法师之环,,48,敌人
239,"{'esp': '12', '等级': '2', '搜索位范围': '[18, 19]'}",建筑工地,,51,敌人
240,"{'esp': '42', '等级': '7', '搜索位范围': '[18, 25]'}",腐化之地,,55,敌人
241,"{'esp': '35', '等级': '5', '搜索位范围': '[18, 18]'}",暗渊之阱,,58,敌人
242,"{'esp': '45', '等级': '4', '搜索位范围': '[28, 31]'}",亵渎神庙,,60,敌人
243,"{'esp': '16', '等级': '2', '搜索位范围': '[10, 10]'}",逃兵巢穴,,62,敌人
244,"{'esp': '40', '等级': '5', '搜索位范围': '[40, 40]'}",女恶魔城堡,,64,敌人
245,"{'esp': '28', '等级': '3', '搜索位范围': '[11, 11]'}",恶魔传送门,,68,敌人
246,"{'esp': '48', '等级': '5', '搜索位范围': '[29, 29]'}",茂密的绿洲,,71,敌人
247,"{'esp': '99', '等级': '9', '搜索位范围': '[15, 15]'}",烬火灾主,,75,敌人
248,"{'esp': '35', '等级': '5', '搜索位范围': '[22, 22]'}",邪恶居所,,82,敌人
249,"{'esp': '55', '等级': '6', '搜索位范围': '[21, 21]'}",南火荒漠,,84,敌人
250,"{'esp': '42', '等级': '4', '搜索位范围': '[12, 12]'}",地狱之洞,,88,敌人
251,"{'esp': '55', '等级': '5', '搜索位范围': '[28, 28]'}",金矿,,92,敌人
252,"{'esp': '22', '等级': '4', '搜索位范围': '[30, 30]'}",爬行动物之王,,94,敌人
253,"{'esp': '70', '等级': '7', '搜索位范围': '[20, 20]'}",火法师领域入口,,97,敌人
254,"{'esp': '32', '等级': '6', '搜索位范围': '[33, 34]'}",失落山谷,,101,敌人
255,"{'esp': '32', '等级': '2', '搜索位范围': '[13, 14]'}",东部圣地,,103,敌人
256,"{'esp': '30', '等级': '3', '搜索位范围': '[11, 11]'}",永恒大殿,,105,敌人
257,"{'esp': '19', '等级': '2', '搜索位范围': '[1, 20]'}",双头巨人营地,,107,敌人
258,"{'esp': '32', '等级': '3', '搜索位范围': '[22, 22]'}",双头巨人奴隶主,,109,敌人
259,"{'esp': '32', '等级': '3', '搜索位范围': '[25, 25]'}",地之元素环,,111,敌人
260,"{'esp': '32', '等级': '3', '搜索位范围': '[23, 23]'}",火之元素环,,113,敌人
261,"{'esp': '32', '等级': '3', '搜索位范围': '[24, 24]'}",冰之元素环,,115,敌人
262,"{'esp': '32', '等级': '3', '搜索位范围': '[23, 23]'}",风之元素环,,117,敌人
263,"{'esp': '11', '等级': '4', '搜索位范围': '[23, 23]'}",火蜥蜴巢穴,,119,敌人
264,"{'esp': '27', '等级': '4', '搜索位范围': '[35, 35]'}",加里亚德佣兵营地,,121,敌人
265,"{'esp': '27', '等级': '3', '搜索位范围': '[23, 23]'}",巨型寺庙,,123,敌人
266,"{'esp': '5', '等级': '4', '搜索位范围': '[19, 19]'}",阴暗狼人之森,,125,敌人
267,"{'esp': '2', '等级': '1', '搜索位范围': '[15, 16]'}",地精巢穴,,128,敌人
268,"{'esp': '5', '等级': '3', '搜索位范围': '[17, 17]'}",蛇发女妖巢穴,,130,敌人
269,"{'esp': '8', '等级': '2', '搜索位范围': '[17, 17]'}",豺狼人突袭队,,134,敌人
270,"{'esp': '37', '等级': '4', '搜索位范围': '[17, 18]'}",豺狼人营地,,136,敌人
271,"{'esp': '15', '等级': '2', '搜索位范围': '[21, 21]'}",魔像洞穴,,138,敌人
272,"{'esp': '25', '等级': '5', '搜索位范围': '[37, 37]'}",古鲁德·乌格顿城堡,,141,敌人
273,"{'esp': '8', '等级': '2', '搜索位范围': '[18, 18]'}",鹰身女妖巢穴,,144,敌人
274,"{'esp': '4', '等级': '1', '搜索位范围': '[5, 5]'}",闹鬼图书馆,,147,敌人
275,"{'esp': '7', '等级': '2', '搜索位范围': '[19, 19]'}",淘气鬼营地,,149,敌人
276,"{'esp': '21', '等级': '3', '搜索位范围': '[32, 32]'}",淘气鬼酋长,,151,敌人
277,"{'esp': '5', '等级': '4', '搜索位范围': '[18, 18]'}",多头蛇之坑,,154,敌人
278,"{'esp': '5', '等级': '4', '搜索位范围': '[19, 19]'}",巨门,,158,敌人
